date,month,temper,rainfall,water_temper,in_bod,in_cod,in_ss,in_tn,in_tp,in_bac,flux
20210222,2,15,0,14.9,228.6,103.2,182.5,51.996,4.926,270000,11386
20210223,2,7,0,12.1,330,148.7,205,40.829,4.911,260000,12981
20210224,2,6,0,13.2,309,139.2,247.5,48.007,5.042,260000,14033
20210225,2,6,0.9,12.8,389.4,175.6,245,56.5,6.012,270000,12944
20210226,2,10,0,13.8,332.4,150.3,232.5,48.126,5.229,320000,14100
20210227,2,8,0,14.4,329.4,148.9,230,34.872,4.621,260000,11960
20210228,2,6,0.1,14,331.2,149.7,260,52.925,5.505,270000,13253
20210201,2,9.6,7.2,17.3,213,128,255,65,5.58,106000,14901
20210202,2,0.8,0,16.3,208.2,132,305,62.5,5.61,110000,14064
20210203,2,-0.4,0,15.4,202.8,128,265,67.5,5.21,117000,14132
20210204,2,3.4,0,14.5,201,128,275,72.5,5.12,100000,13966
20210205,2,4.7,0,14.5,201.6,140,210,59,5.67,104000,14050
20210206,2,7.3,0,14.9,202.8,132,245,65,5.91,100000,14478
20210207,2,8.8,0,13.6,203.4,128,240,77.5,5.13,100000,15324
20210208,2,1.8,0,13.5,201.6,136,255,70,5.35,105000,14223
20210209,2,2.5,0,13.6,207,128,270,70,5.58,106000,14433
20210210,2,6,0,14.7,205.2,128,255,62.5,5.28,102000,14532
20210211,2,7.2,0,14.8,202.8,132,290,60,5.96,100000,15677
20210212,2,9.6,0,14.9,204.6,132,280,57.5,5.42,109000,13426
20210213,2,10,0,13.4,209.4,128,325,65,5.58,110000,14865
20210214,2,10.1,3.5,15.4,205.8,132,250,70,5.38,106000,15018
20210215,2,7.1,2,15.3,207.6,136,255,72.5,5.71,110000,15679
20210216,2,0.4,0,15.6,205.2,128,230,65,5.98,107000,14436
20210217,2,-4.4,0,15.2,204,132,265,57.5,5.52,102000,14745
20210218,2,-3.5,0,13.5,185.4,132,305,65,5.72,113000,14216
20210219,2,4.8,0,13.5,192.6,136,280,57.5,5.76,106000,14662
20210220,2,11.6,0,13.3,208.2,132,270,55,5.78,125000,14947
20210221,2,17.3,0,14.5,208.8,132,305,57.5,5.82,100000,15716
20210222,2,12.3,0,14.3,204,136,260,55,5.91,107000,15129
20210223,2,5.6,0,14.3,196.8,136,265,65,5.86,104000,14547
20210224,2,5.8,0,14.3,192.6,140,260,67.5,5.78,127000,14368
20210225,2,7.4,1,14.5,196.8,140,265,65,5.7,102000,15075
20210226,2,9.3,1.8,14.5,196.2,144,300,70,5.62,105000,14352
20210227,2,7.6,0,14.6,205.2,144,280,65,5.54,100000,14671
20210228,2,10.2,0,15,196.8,144,300,62.5,5.46,114000,14517
20210201,2,10.3,22.9,12.8,93.9,65.9,66.3,34.599,3.514,130000,95560
20210202,2,0.7,0,12.2,83.4,58.5,68.8,37.599,3.461,120000,70180
20210203,2,3.9,0,11.8,85.2,59.2,66.3,34.748,3.549,110000,63720
20210204,2,8.7,0,12.8,94.8,51.3,68.3,47.221,3.944,100000,65190
20210205,2,7.6,0,12.7,96.4,50.3,71.7,37.123,3.193,140000,64993
20210206,2,5.3,0,13.1,96.4,52.2,70,33.575,3.189,130000,65730
20210207,2,10.1,0,13.8,101.4,54.2,63.3,33.131,3.278,140000,69220
20210208,2,7,0,16.9,91.2,58.4,69.3,34.485,3.215,150000,71537
20210209,2,1.7,0,13,93.3,69.5,72.5,32.071,3.328,160000,65110
20210210,2,6.6,0,16.2,90.3,58.2,67.5,35.621,3.346,130000,66740
20210211,2,8.3,0,16.4,98.8,54.4,68.3,34.467,3.254,140000,70634
20210212,2,10.7,0,16.8,99.8,59.4,70,34.978,3.03,130000,64830
20210213,2,12.6,0,15.8,97.6,66.3,71.3,40.7,2.915,150000,67930
20210214,2,11.9,17.3,16.3,90.9,52.4,68.7,34.873,3.038,160000,78795
20210215,2,10.4,0.6,14.8,88,51.3,66.7,34.97,2.825,130000,80970
20210216,2,6.3,0,12.9,96.9,31.8,70,33.178,3.099,160000,67200
20210217,2,1,0,11.5,93.9,56.9,72.5,34.253,3.271,150000,65885
20210218,2,0.2,0,9.4,98.6,48.3,68.3,35.209,3.131,140000,65210
20210219,2,9.5,0,11.6,100.2,43,65,32.444,2.929,130000,66250
20210220,2,11.8,0,12.3,92.4,60.8,63.7,36.838,3.242,150000,68538
20210221,2,14.6,0,12.6,94.6,53.1,68.3,33.117,3.051,160000,68320
20210222,2,14.3,0,19.5,89.7,89.27,72,34.002,3.252,140000,66370
20210223,2,8.3,0,15.8,92.7,68.8,66.3,32.607,3.581,120000,67823
20210224,2,6.8,0,14.7,92.1,70.5,68.8,32.963,3.515,130000,65390
20210225,2,10.6,2,16.5,99.2,73,71.7,33.615,4.39,140000,65720
20210226,2,9.5,6.7,14.5,99.4,44.04,63.3,31.933,3.122,120000,79033
20210227,2,7.4,0,14.7,101.2,81.02,70,37.938,3.329,130000,68060
20210228,2,10.5,0,15.1,92.7,51.94,68,32.97,2.806,160000,71633
20210301,3,5.7,54.7,9.1,41.4,20.9,30,18.475,1.678,74000,561
20210302,3,0,5.8,9.2,38.3,19.3,289,23.03,1.21,12000,567
20210303,3,1.5,0,9.1,48.2,24.8,30,17.27,1.248,8300,580
20210304,3,3.7,0,9.2,37.2,15.9,14,20.021,1.142,4300,568
20210305,3,7,0,9.2,27.8,15.7,16,26.942,1.296,5100,510
20210306,3,2.3,0,9.3,107.4,7.5,28,25.205,1.469,4600,560
20210307,3,3.9,0,9.4,78,9.8,45,25.498,1.5,3900,543
20210308,3,3.1,0,9.3,55.8,25.9,24,30.523,1.822,9900,539
20210309,3,5.1,0,9.5,55.2,23.2,32,19.498,1.783,6400,526
20210310,3,4.2,0,9.6,62.4,28.5,30,24.562,2.038,11000,533
20210311,3,6.7,0,9.7,59.3,26.2,30,19.949,1.992,7300,528
20210312,3,6.3,13.4,9.8,58.5,5.9,48,19.253,1.906,4300,555
20210313,3,6.7,0,9.9,53.7,12.4,43,20.467,2.076,7100,594
20210314,3,5.9,0,10.1,45.2,14.4,31,20.16,1.666,6600,595
20210315,3,8.9,0,10.3,43.6,21.6,36,17.51,1.642,8300,608
20210316,3,12.1,0,10.2,55.8,24.4,26,21.221,1.735,3400,594
20210317,3,6.6,0,10.4,63.8,25.3,41.7,19.594,1.75,8000,509
20210318,3,5.8,0,10.3,404.4,178.8,444,39.518,5.813,190000,457
20210319,3,7,0,10.5,76,32,48.8,22.627,2.282,72000,437
20210320,3,7.2,5,10.6,81.4,34.2,56,28.195,2.419,120000,484
20210321,3,6.4,0,10.7,83.4,10.9,48,28.536,1.882,190000,566
20210322,3,5.6,0,10.7,86.4,34.2,55,23.016,1.975,8300,572
20210323,3,7.9,0,10.8,72.8,32.7,35.7,20.467,2.026,8300,449
20210324,3,8.5,0,11,118.5,65.1,116,29.611,3.257,28000,457
20210325,3,10.1,0,11.1,71.6,89.2,43,20.064,2.494,28000,389
20210326,3,11.3,0,11,86.8,37.1,56,20.534,2.438,64000,435
20210327,3,10.5,11.6,11.2,79.6,37.9,60,20.342,2.611,24000,435
20210328,3,11.3,6,11.3,78.8,36.7,55,19.517,2.642,56000,436
20210329,3,12.4,0,11.2,70.7,33.9,42,22.051,2.17,22000,437
20210330,3,11.6,0,11.4,52.7,33.4,32,23.227,2.201,47000,438
20210331,3,9.8,0,11.3,100,5,88,28.469,3.07,39000,439
20210301,3,5.7,54.7,10.7,143.4,87.5,156,35.789,3.802,61000,1688
20210302,3,0,5.8,10.7,126,68.3,82,28.877,3.048,18000,1688
20210303,3,1.5,0,10.7,169.3,97.9,120,31.406,3.746,47000,1688
20210304,3,3.7,0,10.7,209.1,85.4,88,42.682,4.498,110000,1688
20210305,3,7,0,10.8,263.2,150.6,184,45.826,3.895,96000,1688
20210306,3,2.3,0,12.2,271.2,39.6,152,43.301,3.826,130000,1688
20210307,3,3.9,0,12.2,294,38.9,162,43.075,3.677,150000,1688
20210308,3,3.1,0,12.2,289.7,146.6,228,44.035,5.686,60000,1688
20210309,3,5.1,0,12.4,197.4,85.9,224,43.838,3.281,140000,1688
20210310,3,4.2,0,13.1,238.3,123,270,43.57,6.36,140000,1688
20210311,3,6.7,0,13.3,276.8,129,271.4,43.579,5.587,73000,1688
20210312,3,6.3,13.4,13.6,277.8,142,242,43.267,5.657,32000,1688
20210313,3,6.7,0,13.5,282,65.7,176,40.099,4.351,42000,1688
20210314,3,5.9,0,13.5,279.6,51.6,162,39.331,4.104,39000,1688
20210315,3,8.9,0,13.5,276,177.2,188,41.837,5.647,48000,1688
20210316,3,12.1,0,13.6,249.4,119,190,42.797,5.52,180000,1688
20210317,3,6.6,0,13.8,112,146.8,353.3,44.923,6.509,90000,1688
20210318,3,5.8,0,14,276.6,78.5,198,43.094,2.933,150000,1688
20210319,3,7,0,14,273,132.6,246.7,44.597,6.086,210000,1688
20210320,3,7.2,5,14.1,304.8,79.8,174,41.496,3.826,110000,1688
20210321,3,6.4,0,14.1,320.4,62.9,166,42.024,3.97,87000,1688
20210322,3,5.6,0,14.1,315.6,149.6,370,35.803,6.331,31000,1688
20210323,3,7.9,0,14.1,369,284,333.3,46.157,7.042,31000,1688
20210324,3,8.5,0,14.1,291,138,242.9,40.642,11.246,69000,1688
20210325,3,10.1,0,14.1,262.2,72,255,40.93,8.002,94000,1688
20210326,3,11.3,0,14.1,271.2,141.8,240,38.794,5.57,150000,1688
20210327,3,10.5,11.6,14.1,295.8,126,136,38.515,5.65,150000,1688
20210328,3,11.3,6,14.1,247.8,54.8,202,39.48,5.654,71000,1688
20210329,3,12.4,0,13.1516129,256.587,108.11,206.213,40.985,5.131,95677.419,1688
20210330,3,11.6,0,14.1,369,284,370,46.157,11.246,210000,1688
20210331,3,9.8,0,10.7,112,38.9,82,28.877,2.933,18000,1688
20210301,3,5.7,54.7,10.1,123,108.1,132,33.629,3.098,28000,5395
20210302,3,0,5.8,9.8,223.5,109.2,164,32.654,3.403,16000,5995
20210303,3,1.5,0,9.9,147.6,100.3,124,28.67,1.855,47000,5452
20210304,3,3.7,0,10.1,166.2,102.8,118,35.482,2.813,45000,5661
20210305,3,7,0,10.5,189,107.6,128,38.88,3.641,44000,5096
20210306,3,2.3,0,10.5,218.7,110.8,128,42.317,4.207,46000,5173
20210307,3,3.9,0,10.2,144.6,103.3,120,34.632,2.916,66000,5220
20210308,3,3.1,0,10.3,177.4,98.2,116,33.523,2.866,56000,5489
20210309,3,5.1,0,10.8,177.9,99.6,128,31.867,2.652,51000,5299
20210310,3,4.2,0,11.2,179.7,107.8,128,35.208,2.532,34000,4960
20210311,3,6.7,0,11.3,129,98.6,108,34.416,3.583,52000,5461
20210312,3,6.3,13.4,11.8,239.4,120.5,126,26.304,2.666,43000,5329
20210313,3,6.7,0,11.8,201.3,111.7,126,33.758,3.583,40000,5314
20210314,3,5.9,0,11.7,183,100,134,37.546,3.18,35000,5399
20210315,3,8.9,0,11.8,176.1,93.4,120,36.696,2.964,41000,5437
20210316,3,12.1,0,12.3,228.8,134.8,214.3,35.664,5.29,35000,5240
20210317,3,6.6,0,12.7,275.3,150.9,250,36.614,5.333,43000,4577
20210318,3,5.8,0,12.8,216.4,103.5,140,29.376,3.019,52000,5447
20210319,3,7,0,13.2,203.4,104.5,178,33.907,3.919,50000,5286
20210320,3,7.2,5,13.5,205.8,117.8,216,38.189,4.471,52000,5479
20210321,3,6.4,0,13.3,197.6,96.7,128,36.71,3.094,71000,5383
20210322,3,5.6,0,13.1,200.3,93.2,132,37.181,3.106,59000,5212
20210323,3,7.9,0,13.2,184.5,101.2,128,30.442,2.114,36000,5359
20210324,3,8.5,0,13.2,218.6,118.1,184,38.366,4.073,60000,5548
20210325,3,10.1,0,13.3,176.6,98.4,154,37.877,4.339,50000,4985
20210326,3,11.3,0,13.6,233.8,113.8,270,39.566,4.519,60000,5072
20210327,3,10.5,11.6,13.7,201.6,110.4,168,33.638,3.763,46000,5367
20210328,3,11.3,6,13.7,196.1,100.3,126,34.862,3.607,75000,5701
20210329,3,12.4,0,13.7,175.1,100,138,36.043,3.574,93000,5764
20210330,3,11.6,0,14.2,254.7,120.9,166,37.003,3.533,84000,5257
20210331,3,9.8,0,14.5,187.1,125,136,28.93,3.134,72000,5336
20210310,3,14,1,13,12,1,5,6,7,8,12
20210301,3,3,41.7,12.2,126.6,55,88,18.013,3.448,180000,18304
20210302,3,4,4,11.7,95,40.5,110,34.606,2.906,140000,25375
20210303,3,2,0,11.6,161.7,70.3,162,36.629,3.51,200000,22022
20210304,3,4,1.4,12.1,156.3,68,184,37.291,5.054,250000,22289
20210305,3,5,0,13.3,99.6,42.5,192,33.77,4.017,270000,18973
20210306,3,10,0,13.5,117.1,50.5,170,25.449,4.299,250000,19133
20210307,3,9,0,12.8,396,172.2,550,36.344,5.642,380000,17670
20210308,3,8,0,11.4,477,207.2,715,64.393,8.418,460000,19140
20210309,3,9,0,13.5,213.4,92,182,38.555,4.367,250000,17338
20210310,3,12,0,13.4,109.8,47,306.7,39.311,5.57,280000,18172
20210311,3,8,0,13.7,294,126.9,240,42.578,5.14,280000,19551
20210312,3,9,23.2,12.2,165.9,71.7,190,29.488,4.443,230000,23476
20210313,3,9,0,12.8,91.2,38.8,130,18.425,1.998,220000,18751
20210314,3,10,0,13.8,74.4,31.6,46,18.957,3.005,150000,18762
20210315,3,11,0,13.8,240.4,104.5,252,39.156,4.787,260000,17560
20210316,3,12,0,16,101.8,43.4,112,32.475,5.498,220000,19379
20210317,3,14,0,15,172.2,74.8,128,27.95,3.355,200000,17566
20210318,3,13,0,14.8,169.9,73.5,152,36.363,4.711,250000,16873
20210319,3,11,0,15.5,154.2,67,104,33.007,3.595,230000,18355
20210320,3,10,2.2,14.3,94.2,40.2,102,21.65,3.69,210000,18480
20210321,3,8,0,13.2,95,40.5,134,29.043,3.136,220000,18075
20210322,3,10,0,13.6,208.3,90.6,160,44.488,5.78,240000,18392
20210323,3,8,0,14,91,38.7,90,25.201,3.057,220000,15858
20210324,3,9,0,15,106.8,45.7,120,36.4,3.676,220000,16308
20210325,3,15,0,15.1,230.1,100.1,154,40.587,4.833,230000,17473
20210326,3,16,0,15.7,121.8,52.2,142,39.257,4.043,250000,17837
20210327,3,14,16.1,15.4,76.4,49,190,30.408,3.271,260000,17328
20210328,3,10,1.1,14.8,184.8,79.9,136,35.013,3.913,250000,17782
20210329,3,15,0,15.7,207.9,90.4,220,38.171,3.788,270000,21934
20210330,3,15,0,16,178.4,77.2,142,36.329,5.194,240000,17207
20210331,3,16,0,16.3,221.1,96.1,204,39.498,5.618,260000,18082
20210301,3,3,41.7,14.5,85.1,47,48.8,7.546,0.686,26000,11211
20210302,3,4,4,15.4,91.4,50.1,47.5,9.869,1.038,50000,14526
20210303,3,2,0,15,163.8,90.7,46.3,5.864,0.752,33000,16581
20210304,3,4,1.4,15.3,111.4,61.2,41.3,10.566,0.672,40000,15075
20210305,3,5,0,14.6,49.9,27.1,46,14.496,1.748,48000,12489
20210306,3,10,0,15.8,123,68,77.5,10.74,1.012,92000,13303
20210307,3,9,0,15.6,78.4,42.9,40,5.778,0.421,46000,12421
20210308,3,8,0,15.3,97.8,53.7,71.3,16.958,1.469,85000,11824
20210309,3,9,0,16.3,230.9,127.9,52.5,14.889,1.094,80000,9738
20210310,3,12,0,16.1,119.1,65.6,76.2,12.245,0.931,62000,10034
20210311,3,8,0,16.2,193.3,106.8,52.5,11.92,0.883,64000,11350
20210312,3,9,23.2,16.2,96.8,53.1,56,11.156,1.265,50000,14740
20210313,3,9,0,16.7,134.1,74.6,66,7.817,0.837,42000,12907
20210314,3,10,0,16.5,106.6,58.5,39,5.027,0.225,44000,13195
20210315,3,11,0,17,121.8,67.3,83.7,16.455,1.548,88000,10129
20210316,3,12,0,18.1,144.3,80.2,102.5,20.726,1.721,80000,9280
20210317,3,14,0,17.4,153,85,118.8,11.74,1.562,100000,9619
20210318,3,13,0,18.2,160.8,88.7,55,12.241,1.774,66000,11304
20210319,3,11,0,18.1,113.6,62.5,55,9.924,0.83,78000,12351
20210320,3,10,2.2,16,126.7,70.1,77,14.851,2.095,54000,14138
20210321,3,8,0,15.8,140.1,77.8,31,6.601,0.406,44000,12053
20210322,3,10,0,17,122.8,67.8,67.5,16.502,1.353,85000,11495
20210323,3,8,0,17.5,122.1,67.5,51.2,12.798,0.928,92000,13049
20210324,3,9,0,18.5,192.9,106.5,53.8,12.206,0.876,66000,12074
20210325,3,15,0,18.3,118.5,65.2,56.3,14.485,1.184,80000,13911
20210326,3,16,0,18.8,157.2,86.8,52.5,11.273,1.094,100000,12734
20210327,3,14,16.1,18.5,85,70.1,41,7.901,0.397,64000,13106
20210328,3,10,1.1,18,113.4,62.7,44,9.678,0.602,52000,14130
20210329,3,15,0,18.8,161.1,89.5,68.8,14.48,1.484,120000,11249
20210330,3,15,0,19,117.4,64.9,70,14.213,0.946,100000,14082
20210331,3,16,0,18.9,110.6,60.8,38.8,8,0.515,82000,14163
20210301,3,3,41.7,13.4,293.4,132.7,227.5,55.845,6.462,250000,14793
20210302,3,4,4,13,150,68.1,170,33.81,3.303,240000,21074
20210303,3,2,0,12.5,258.6,116.7,260,44.974,4.513,340000,14207
20210304,3,4,1.4,13.9,294.6,132.8,202.5,45.503,5.323,280000,11103
20210305,3,5,0,13.6,157.3,71.5,184,39.956,4.25,270000,12377
20210306,3,10,0,14.3,299.4,134.9,130,39.341,5.857,260000,12429
20210307,3,9,0,14.2,297.6,134.1,250,52.571,5.624,290000,16140
20210308,3,8,0,14,231,104.7,262.5,57.731,5.946,340000,11799
20210309,3,9,0,14.4,278.4,125.9,235,47.07,4.997,280000,15803
20210310,3,12,0,15.6,229.8,104.1,250,46.262,4.585,280000,15956
20210311,3,8,0,15.2,257.4,116.5,235,48.558,4.783,340000,15830
20210312,3,9,23.2,13.8,198.4,90,200,39.189,4.443,250000,15666
20210313,3,9,0,14.4,204.9,92.8,185,40.618,4.211,260000,15740
20210314,3,10,0,14.6,246.6,111.3,270,50.85,5.111,280000,12658
20210315,3,11,0,15,367.1,108,262.5,55.236,5.561,280000,14272
20210316,3,12,0,17.2,235.8,106.5,255,38.284,4.175,260000,17324
20210317,3,14,0,16.5,234.1,105.8,310,45.693,5.622,380000,17871
20210318,3,13,0,16.8,260.9,117.8,237.5,43.756,4.979,280000,17783
20210319,3,11,0,16.4,261.6,118.2,197.5,41.822,4.607,270000,12650
20210320,3,10,2.2,15.8,300.6,135.5,225,45.809,6.852,250000,12696
20210321,3,8,0,15,264.1,119.3,197.5,48.053,4.923,240000,12398
20210322,3,10,0,15.4,206.6,93.6,220,49.769,4.547,270000,13150
20210323,3,8,0,16.2,229.6,103.7,225,37.805,4.008,280000,17176
20210324,3,9,0,15.6,247.8,112,220,48.253,4.629,270000,11964
20210325,3,15,0,16.5,316.8,158.4,237.5,50.224,5.405,280000,15059
20210326,3,16,0,16.7,244.1,122.3,215,50.572,5.141,280000,14571
20210327,3,14,16.1,16.4,315,157.5,187.5,43.039,5.053,270000,15006
20210328,3,10,1.1,16,209.6,105.3,235,46.855,5.374,330000,15929
20210329,3,15,0,16.7,164.6,82.9,207.5,43.697,4.287,270000,11615
20210330,3,15,0,16.5,379.2,189.6,285,52.268,5.697,380000,13542
20210331,3,16,0,17.3,328.2,164.2,327.5,57.188,6.21,420000,14328
20210301,3,8.2,41.1,15.5,325.8,86.419,232,55.86,14.303,255000,15610
20210302,3,2.7,6.7,16.9,309,90.573,364,46.713,5.852,14000,18411
20210303,3,5,0,16.9,304.2,87.443,304,47.108,5.248,52000,15103
20210304,3,8.4,0.1,16.5,334.2,85.336,228,54.449,7.092,235000,14651
20210305,3,11.3,0,16.7,315.6,102.595,268,49.479,6.959,252000,14646
20210306,3,6.8,0.5,21.8,315,89.625,216,48.887,7.95,56000,13960
20210307,3,5.3,0,25,280.8,89.153,224,47.275,7.398,71000,15332
20210308,3,6.7,0,17,275.4,87.189,320,49.842,7.843,246000,14959
20210309,3,9.7,0,16.8,270,90.157,320,54.274,8.039,224000,14453
20210310,3,8.8,0,17.2,289.2,80.812,104,45.58,7.545,283000,13950
20210311,3,11.1,0,17.2,291,88.338,280,75.844,6.463,260000,14658
20210312,3,9.9,25.5,17.2,239.4,84.186,244,62.672,7.125,249000,16684
20210313,3,9.8,0,16.8,237,82.635,264,52.17,6.649,235000,16594
20210314,3,10.6,0,16.5,223.2,112.513,316,71.744,7.254,226000,15940
20210315,3,13.7,0,18.1,268.8,104.986,228,72.17,8.874,261000,15144
20210316,3,14.6,0,18.7,224.4,89.967,236,77.844,7.564,256000,14681
20210317,3,10.2,0,18,237.6,106.14,320,62.759,7.869,209000,14913
20210318,3,10.5,0,17.9,237.6,95.295,244,78.194,6.577,94000,13991
20210319,3,11.6,0,17.9,251.4,111.399,320,97.404,7.964,157000,14050
20210320,3,11.7,4.8,16.5,235.8,114.1,244,73.706,7.086,139000,14608
20210321,3,9.8,0,17.8,241.8,119.222,152,74.275,8.49,218000,15716
20210322,3,8.4,0,23.2,294,103.892,224,62.902,6.876,141000,14539
20210323,3,12.6,0,18.5,311.4,114.352,216,63.754,6.946,158000,14532
20210324,3,13.2,0,18.6,255.6,106.775,296,63.632,8.116,178000,14441
20210325,3,14.1,0,18.4,252.6,112.653,324,67.85,8.926,273000,14860
20210326,3,15.1,0,18.1,247.2,129.819,292,71.365,8.021,252000,13960
20210327,3,14.5,2,17.7,227.4,120.4,288,59.004,7.87,74000,15024
20210328,3,17.2,7.9,16.6,138.6,84.192,268,58.288,7.131,41000,17055
20210329,3,15.9,0,19.1,144.6,100.175,212,53.56,7.165,23000,15341
20210330,3,13.1,0,18,117,88.792,172,57.413,5.636,161000,14564
20210331,3,12.4,0,19.3,144,108.72,184,58.706,5.955,72000,15064
20210301,3,12.4,37.8,15.3,104.5,55.71,68.8,33.254,3.327,160000,82140
20210302,3,15.5,10,12,99.6,44.62,48.3,23.463,1.461,90000,116120
20210303,3,9.6,0,12.7,101,37.37,55,26.344,2.236,110000,88218
20210304,3,13.4,6.3,13.7,97,48.3,61.7,31.714,3.135,100000,80240
20210305,3,15.9,2.1,16.3,100.6,53.76,67.3,31.688,3.616,130000,84790
20210306,3,8.1,0,16.1,102.1,69.49,78.8,30.995,3.184,140000,76750
20210307,3,6.5,0,15.7,104.5,69.59,75,31.973,3.363,150000,72670
20210308,3,9.8,0,12.4,98.8,71.02,78.3,30.939,3.665,130000,70050
20210309,3,11.8,0,14.7,94,70.98,75,30.025,3.324,120000,69388
20210310,3,14,0,16.3,101.4,56.47,66.7,31.688,2.743,150000,67940
20210311,3,14.2,0,15.3,94.4,63.37,70,35.699,2.954,130000,67917
20210312,3,10.6,23.4,14.6,100.9,48.27,63.3,27.322,2.529,140000,100560
20210313,3,10.9,0,14.9,106.9,55.22,67.5,33.136,3.324,160000,88378
20210314,3,12.3,0,15.3,103.6,53.73,66.3,32.898,3.465,140000,82423
20210315,3,14.7,0,13.9,106,58.55,70,32.364,4.147,150000,74687
20210316,3,8.4,2.5,16.5,107.2,47.28,73.3,30.755,3.342,160000,81526
20210317,3,11.4,0,15.8,103,68.7,73.8,33.496,3.431,140000,72841
20210318,3,16.5,0,15.5,105.8,75.65,71.7,34.207,3.467,170000,71288
20210319,3,16.2,0,16,97.6,64.62,72,32.652,3.237,150000,72619
20210320,3,10.9,7.8,15.7,100.6,64.42,67.5,34.572,3.43,130000,80142
20210321,3,10.1,0,15.1,105.1,76.55,66.3,33.301,3.359,140000,78214
20210322,3,13.5,0,13.5,106.4,71.21,68.3,33.537,3.447,160000,68402
20210323,3,13.9,0,14.2,101.6,71.14,70,32.562,3.246,170000,68465
20210324,3,15.8,0,15.9,100.8,76.2,66.7,32.82,3.196,140000,71479
20210325,3,16.2,0,15.7,101.6,81.8,71.7,33.757,3.556,120000,67913
20210326,3,19.9,0,16,102.4,68.95,68.7,34.435,3.377,130000,68876
20210327,3,14.8,14.5,15.8,105.7,112.6,70,30.021,3.266,140000,75928
20210328,3,15.5,23.1,16.1,94.2,93.09,61.2,28.869,2.856,100000,111882
20210329,3,16.4,0,16,107.6,106.5,63.3,29.726,2.482,130000,88041
20210330,3,14.5,0,16.5,92.1,75.1,66.3,30.514,3.122,120000,87447
20210331,3,18.9,0,17.1,99.4,67.7,71.7,29.104,3.05,160000,87966
20210401,4,5.7,54.7,14.3,88.9,43.4,48,25.848,2.722,110000,561
20210402,4,0,5.8,14.3,92.1,32.9,45,25.296,2.398,28000,567
20210403,4,1.5,0,14.7,80.4,15.3,55,24.509,2.378,110000,580
20210404,4,3.7,0,14.9,62.6,20.5,56,24.965,2.146,300000,568
20210405,4,7,0,14.8,60,48.3,56,22.685,1.507,75000,510
20210406,4,2.3,0,14.7,57,14.9,78,20.89,2.386,72000,560
20210407,4,3.9,0,14.5,46.9,18.8,23,23.947,1.642,21000,543
20210408,4,3.1,0,14.8,44.8,17.1,32,18.797,1.603,9300,539
20210409,4,5.1,0,14.9,84.6,46,82,28.848,2.563,32000,526
20210410,4,4.2,0,15,86.8,19.3,50,23.189,1.524,13000,533
20210411,4,6.7,0,15.1,86,8.4,51,22.301,1.682,8100,528
20210412,4,6.3,13.4,14.9,99.3,54.6,138,35.194,2.846,97000,555
20210413,4,6.7,0,15,73.3,26.9,72,25.963,1.997,39000,594
20210414,4,5.9,0,15.2,39.9,35.5,41,22.003,1.253,44000,595
20210415,4,8.9,0,15.3,73.2,35.8,72,26.875,2.225,55000,608
20210416,4,12.1,0,15.4,27.3,27.3,46,26.386,1.901,43000,594
20210417,4,6.6,0,15.4,21.7,21.7,45,21.869,1.882,46000,509
20210418,4,5.8,0,15.8,9.9,9.9,55,20.794,2.026,24000,457
20210419,4,7,0,15.3,42.9,42.9,84,30.446,2.59,250000,437
20210420,4,7.2,5,15.5,105.6,20.1,70,23.27,2.22,34000,484
20210421,4,6.4,0,15.6,70,45.2,52,28.637,2.249,73000,566
20210422,4,5.6,0,15.7,194.7,104,232.5,37.853,3.859,270000,572
20210423,4,7.9,0,15.5,60.2,24.2,84,32.851,2.426,240000,449
20210424,4,8.5,0,15.8,89.2,46,68,26.458,2.256,190000,457
20210425,4,10.1,0,16,136.3,43.2,70,25.502,2.292,260000,389
20210426,4,11.3,0,15.9,146.7,55.8,234,33.787,3.288,140000,435
20210427,4,10.5,11.6,15.9,115.4,121.4,108,30.691,3.06,110000,435
20210428,4,11.3,6,16,104.4,62.3,72,35.77,3.274,180000,436
20210429,4,12.4,0,16.1,178.5,60.5,196,33.322,3.737,140000,437
20210430,4,11.6,0,16.3,210.9,109,228,35.52,4.433,150000,438
20210401,4,10.1,0,14.5,302.4,146.6,244,40.709,6.658,82000,1833
20210402,4,13.2,0,16,282,120.4,178,44.098,5.479,280000,1833
20210403,4,12.7,24.5,16.4,238.8,108.6,196,42.456,4.762,99000,1833
20210404,4,6.9,25,16.6,168,65,196,43.094,4.498,290000,1833
20210405,4,6.2,0,16.6,124.5,67.6,54,21.394,1.394,66000,1833
20210406,4,9.5,0,16.2,141.4,65.6,104,34.31,3.298,66000,1833
20210407,4,11.6,0,15.6,184.2,74.9,88,40.627,4.906,52000,1833
20210408,4,9.6,0,15.6,211.2,101.2,132,42.125,5.167,67000,1833
20210409,4,5.1,0,15.6,210.6,94.6,125.6,42.576,5.076,89000,1833
20210410,4,7.1,0,15.6,206.4,43.7,194,41.51,4.426,68000,1833
20210411,4,10,0,15.6,208.8,33.9,186,43.186,4.306,73000,1833
20210412,4,10,20.4,16,208.2,93.4,252.5,47.875,5.518,100000,1833
20210413,4,13.5,0.2,16.1,150.6,123,177.5,38.947,4.38,63000,1833
20210414,4,9,0,16.1,190.8,111,144,40.306,3.696,80000,1833
20210415,4,8.4,0,16.1,195.6,97.3,122.2,42.259,5.112,78000,1833
